timestamp,flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,gz,target
580583,0.8468,0.1186,0.0,0.0,0.9029,-0.2667700226426009,-0.5947586489152535,-0.05697897917586534,0.03921490129649348,0.018860368627508856,-0.009944231296961936,W
580603,0.8491,0.1169,0.0,0.0,0.8971,-0.2658474604529794,-0.5894446996454782,-0.07339339039800294,0.03801952951438591,0.010084872365547408,-0.03679855085637953,W
580623,0.8479,0.1216,0.0,0.0,0.8613,-0.3177569596556808,-0.5737302971356356,-0.06871792257668964,0.06760498112154824,0.007127911668582138,-0.047034502257951256,W
580643,0.8449,0.1181,0.0,0.0,0.868,-0.3269825815518955,-0.5774314524636115,-0.09325156017669926,0.07228685393480289,-0.007561505987309852,-0.042097160993663715,W
580663,0.8468,0.1169,0.0,0.0,0.8622,-0.3597642913564451,-0.5931665318188616,-0.11434143922015019,0.04847903260782714,0.02401120338996449,-0.03005486522710874,W
580683,0.846,0.1069,0.0,0.0,0.868,-0.3457720981471861,-0.578796124260519,-0.11703109006359387,0.04270140232764056,0.05758701517486047,-0.01367734298459398,W
580703,0.8472,0.116,0.0,0.0,0.8675,-0.3218162332900153,-0.6017060689722364,-0.11479390384801921,0.051965533638974215,0.01866959696964013,-0.014761149603583924,W
580723,0.846,0.122,0.0,0.0,0.824,-0.36656049948665664,-0.5572508513457086,-0.13374714437097748,0.029950769985159827,-0.014333899841649669,-0.017651300587557116,W
580743,0.8487,0.1199,0.0,0.0,0.9387,-0.4103822034936765,-0.5719934421213899,-0.15136812793409915,0.045291374522206954,0.001213990274651596,-0.0021167390487012053,W
580763,0.8476,0.1194,0.0,0.0,0.8594,-0.3505386694602304,-0.5726137474836206,-0.1552643511185269,0.04080873033930357,-0.0031737578563291284,0.011491055167505912,W
580783,0.8468,0.1225,0.0,0.0,0.8871,-0.37117331043476404,-0.5583674009977238,-0.1372160398513067,0.06043275042890282,-0.00555840357968822,0.017512203050783395,W
580803,0.8472,0.116,0.0,0.0,0.8317,-0.33654647625097145,-0.5667828770786527,-0.1284683903791721,0.04987363302028597,0.026205077455454855,0.024015042764723084,W
580823,0.8479,0.119,0.0,0.0,0.8579,-0.309484652022075,-0.5802848571298723,-0.11808684086195494,0.04369754547939687,-0.007179962671572401,0.02859111515601397,W
580843,0.8487,0.119,0.0,0.0,0.8771,-0.3437424613300189,-0.5870875392690018,-0.12351641639638329,0.012020193253546297,-0.0398973019960591,0.01269528474416141,W
580863,0.8483,0.1233,0.0,0.0,0.8747,-0.3499851321464575,-0.5629576606782303,-0.10589543283326162,-0.0007304390889344282,-0.0031737578563291284,0.014742475024475756,W
580883,0.8498,0.1203,0.0,0.0,0.7862,-0.35035415702230616,-0.5599801949395236,-0.09189416629309217,0.03204267060384807,0.0216265576666054,0.016789665304790098,W
580903,0.8464,0.1199,0.0,0.0,0.8904,-0.3197865964728481,-0.5716212589040512,-0.07550489199472508,0.059237378646795256,0.04451915661085266,0.023051659103398684,W
580923,0.8464,0.119,0.0,0.0,0.889,-0.2929092846818759,-0.6022023132620209,-0.08362411837259712,0.039115286981317846,-0.01395235652591221,0.0160671275587968,W
580943,0.8434,0.122,0.0,0.0,0.8116,-0.3588417291668236,-0.5638260881853533,-0.08995862316276355,0.013514407981180759,-0.02988178995795093,0.01666924234712455,W
580963,0.8464,0.122,0.0,0.0,0.9349,-0.3754170965070227,-0.5511925356412564,-0.1012451019357188,0.04359793116422123,0.014854163812265586,0.009443864887191566,W
580983,0.8544,0.1259,0.0,0.0,0.8876,-0.3317799049379272,-0.5748261699422431,-0.09129088012260014,0.08583440079868866,0.05224540875453611,0.02449673459538528,W
581003,0.8472,0.1229,0.0,0.0,0.89,-0.30028978219884767,-0.5849785010374174,-0.07985357980702187,0.08394172881035167,0.00293093519547014,0.020041085161759942,W
581023,0.8483,0.1246,0.0,0.0,0.9077,-0.34245087426454884,-0.5947586489152535,-0.08905369390702549,0.051666690693447315,-0.02396786856402039,0.010045979675519316,W
581043,0.8491,0.1264,0.0,0.0,0.8264,-0.3614249032977638,-0.5543974466794478,-0.11117418682506697,-0.0016269679255151096,0.013137218891447044,-0.000671663556714609,W
581063,0.8479,0.1268,0.0,0.0,0.8584,-0.33820708819229006,-0.5394274106042821,-0.08995862316276355,0.06730613817602134,0.04995614886011138,-0.0035618145406878013,W
581083,0.8476,0.1268,0.0,0.0,0.7891,-0.3041337913222705,-0.5644257167021763,-0.09264827400620722,0.09997963355362821,0.027826636547339034,-0.02186610410585136,W
581103,0.8502,0.129,0.0,0.0,0.8909,-0.31904854672115085,-0.6061515907348896,-0.10861022060047579,0.1132283374719871,0.020386541890458673,-0.04944296141126224,W
581123,0.8476,0.1277,0.0,0.0,0.9301,-0.3321489298137758,-0.5815254678543336,-0.12185737942753018,0.062126193786888544,0.014663392154396859,-0.009462539466299739,W
581143,0.8487,0.1385,0.0,0.0,0.8675,-0.3282741686173656,-0.5806570403472109,-0.15692338808738004,0.045092145891855694,0.013709533865053225,0.0023389103849241325,W
581163,0.8457,0.1333,0.0,0.0,0.759,-0.3492470823947604,-0.5089704173187587,-0.15481188649065789,0.05953622159232215,-0.004032230316738399,0.02064319995008769,W
581183,0.846,0.1363,0.0,0.0,0.8761,-0.340052212571533,-0.5896928217903702,-0.14322376463245662,0.12468398371718462,-0.009659994223865851,0.022088275442074288,W
581203,0.8491,0.1367,0.0,0.0,0.7996,-0.38608806583364436,-0.6330314897648829,-0.12004752091605406,0.08513710059245924,-0.005939946895425672,-0.000310394683717962,W
581223,0.8502,0.1346,0.0,0.0,0.8986,-0.31686514953904676,-0.6091290564735962,-0.13751768293655273,0.006441791603710981,-0.011186167486815666,-0.0012737783450423581,W
581243,0.8464,0.1359,0.0,0.0,0.7886,-0.3855345285198716,-0.5386830441696053,-0.15166977101934517,-0.02981781912021859,-0.043331191837696195,0.0065537139032183726,W
581263,0.8483,0.1419,0.0,0.0,0.8254,-0.3930687864017802,-0.5381867998798209,-0.1429221215472106,0.03523032868946826,0.0024540060507983216,0.031601689097652715,W
581283,0.8498,0.1376,0.0,0.0,0.9263,-0.3152045375977281,-0.5801607960574264,-0.12668366879146653,0.06760498112154824,0.02658662077119231,0.02546011825670968,W
581303,0.8483,0.1376,0.0,0.0,0.8178,-0.31446648784603093,-0.5804089182023185,-0.11388897459228114,0.06969688174023649,-0.012712340749765488,0.014260783193813556,W
581323,0.8506,0.1385,0.0,0.0,0.8565,-0.32107818353831813,-0.5989767253784218,-0.10215003119145687,0.04728366082571957,-0.00861075010558785,0.00811921235287052,W
581343,0.8514,0.1359,0.0,0.0,0.813,-0.35552050528418633,-0.5579952177803855,-0.10290413890457191,0.018793966685489185,-0.017863175512221115,0.014622052066810205,W
581363,0.8514,0.1367,0.0,0.0,0.8231,-0.3516457440877762,-0.5579952177803855,-0.11026925756932891,0.04429523137045065,-0.007847663474112945,0.0017367955965963834,W
581383,0.8502,0.1354,0.0,0.0,0.8259,-0.32273879547963674,-0.5646738388470683,-0.12771428266605708,0.045988674728436374,-0.005844561066491305,0.0033022940462485327,W
581403,0.851,0.1372,0.0,0.0,0.8235,-0.3523837938394733,-0.5728618696285126,-0.1299766058054022,0.07278492551068104,0.011706431457431589,-0.001394201302707907,W
581423,0.8518,0.1359,0.0,0.0,0.7925,-0.3258755069243498,-0.5945105267703615,-0.14277130000458757,0.037222614992980865,0.02506044750824249,-0.011028037915951885,W
581443,0.8537,0.1363,0.0,0.0,0.802,-0.3545979430945649,-0.560476439229308,-0.16174967745131635,0.02845655525752537,-0.01652777390714003,-0.004043506371350002,W
581463,0.8514,0.1376,0.0,0.0,0.771,-0.3625012258523222,-0.5958751985672687,-0.1622021420791854,0.03971297287237164,-0.004795316948213309,0.010768517421512615,W
581483,0.8479,0.1359,0.0,0.0,0.8063,-0.3533063560290949,-0.6014579468273444,-0.15541517266114993,0.008434077907223593,-0.03617725466761892,0.010768517421512615,W
581503,0.8529,0.1354,0.0,0.0,0.7738,-0.3881177026508117,-0.566162571716422,-0.1281667472939261,-0.012385313964483223,0.005220195089894865,0.02630307896036853,W
581523,0.8506,0.1354,0.0,0.0,0.8278,-0.30084331951262056,-0.5708768924693748,-0.09460895406030637,-0.013082614170712638,0.028398951520945216,0.025821387129706327,W
581543,0.851,0.1346,0.0,0.0,0.7853,-0.3052408659498162,-0.5737302971356356,-0.06781299332095156,-0.011389170812726916,-0.036081868838684555,0.009082596014194918,W
581563,0.8514,0.1342,0.0,0.0,0.8713,-0.34632563546095907,-0.5537978181626249,-0.051272897479961464,-0.007803055466404211,-0.05410979050727927,-0.00837873284730979,W
581583,0.851,0.1342,0.0,0.0,0.8369,-0.35441343065664066,-0.5948827099876998,-0.04750235891438621,0.016602451751625315,-0.00813382096091603,-0.006692811439992096,W
581603,0.8495,0.1342,0.0,0.0,0.77,-0.38479647876817435,-0.5994729696682063,-0.041192991047990284,0.019391652576542972,0.0019770769061265066,-0.005006890032674398,W
581623,0.8487,0.1398,0.0,0.0,0.8747,-0.35755014210135355,-0.5632057828231227,-0.025231044453721714,0.059237378646795256,0.018574211140705767,-0.004043506371350002,W
581643,0.8487,0.1359,0.0,0.0,0.8011,-0.39051636434382747,-0.5765630249564888,-0.062408554710293704,0.07039418194646589,-0.00937383673706276,-0.0025984308793634055,W
